level1_title,level2_title,level3_title,level4_title,level1_code,level2_code,level3_code,level4_code
NA,Support activities for transportation,Support activities for road transportation,Motor vehicle towing,48,488,4884,48841
NA,Support activities for transportation,Support activities for road transportation,Other support activities for road transportation,48,488,4884,48849
NA,Support activities for transportation,Freight transportation arrangement,Freight transportation arrangement,48,488,4885,48851
NA,Support activities for transportation,Other support activities for transportation,Other support activities for transportation,48,488,4889,48899
NA,Postal service,Postal service,Postal service,49,491,4911,49111
NA,Couriers and messengers,Couriers and express delivery services,Couriers and express delivery services,49,492,4921,49211
NA,Couriers and messengers,Local messengers and local delivery,Local messengers and local delivery,49,492,4922,49221
NA,Warehousing and storage,Warehousing and storage,General warehousing and storage,49,493,4931,49311
NA,Warehousing and storage,Warehousing and storage,Refrigerated warehousing and storage,49,493,4931,49312
NA,Warehousing and storage,Warehousing and storage,Farm product warehousing and storage,49,493,4931,49313
NA,Warehousing and storage,Warehousing and storage,Other warehousing and storage,49,493,4931,49319
Information,"17  Publishing industries, except internet","17  Newspaper, book, and directory publishers",17  Newspaper publishers,51,511,5111,51111
Information,"17  Publishing industries, except internet","17  Newspaper, book, and directory publishers",17  Periodical publishers,51,511,5111,51112
Information,"17  Publishing industries, except internet","17  Newspaper, book, and directory publishers",17  Book publishers,51,511,5111,51113
Information,"17  Publishing industries, except internet","17  Newspaper, book, and directory publishers",17  Directory and mailing list publishers,51,511,5111,51114
Information,"17  Publishing industries, except internet","17  Newspaper, book, and directory publishers",17  Other publishers,51,511,5111,51119
Information,"17  Publishing industries, except internet",17  Software publishers,17  Software publishers,51,511,5112,51121
Information,Motion picture and sound recording industries,Motion picture and video industries,Motion picture and video production,51,512,5121,51211
Information,Motion picture and sound recording industries,Motion picture and video industries,Motion picture and video distribution,51,512,5121,51212
Information,Motion picture and sound recording industries,Motion picture and video industries,Motion picture and video exhibition,51,512,5121,51213
Information,Motion picture and sound recording industries,Motion picture and video industries,Postproduction services and other motion picture and video industries,51,512,5121,51219
Information,Motion picture and sound recording industries,Sound recording industries,12  Record production,51,512,5122,51221
Information,Motion picture and sound recording industries,Sound recording industries,17  Integrated record production and distribution,51,512,5122,51222
Information,Motion picture and sound recording industries,Sound recording industries,Music publishers,51,512,5122,51223
Information,Motion picture and sound recording industries,Sound recording industries,Sound recording studios,51,512,5122,51224
Information,Motion picture and sound recording industries,Sound recording industries,Record production and distribution,51,512,5122,51225
Information,Motion picture and sound recording industries,Sound recording industries,Other sound recording industries,51,512,5122,51229
Information,Publishing industries,"Newspaper, periodical, book, and directory publishers",Newspaper publishers,51,513,5131,51311
Information,Publishing industries,"Newspaper, periodical, book, and directory publishers",Periodical publishers,51,513,5131,51312
Information,Publishing industries,"Newspaper, periodical, book, and directory publishers",Book publishers,51,513,5131,51313
Information,Publishing industries,"Newspaper, periodical, book, and directory publishers",Directory and mailing list publishers,51,513,5131,51314
Information,Publishing industries,"Newspaper, periodical, book, and directory publishers",Other publishers,51,513,5131,51319
Information,Publishing industries,Software publishers,Software publishers,51,513,5132,51321
Information,"17  Broadcasting, except internet",17  Radio and television broadcasting,17  Radio broadcasting,51,515,5151,51511
Information,"17  Broadcasting, except internet",17  Radio and television broadcasting,17  Television broadcasting,51,515,5151,51512
Information,"17  Broadcasting, except internet",17  Cable and other subscription programming,17  Cable and other subscription programming,51,515,5152,51521
Information,Broadcasting and content providers,Radio and television broadcasting stations,Radio broadcasting stations,51,516,5161,51611
Information,Broadcasting and content providers,Radio and television broadcasting stations,Television broadcasting stations,51,516,5161,51612
Information,Broadcasting and content providers,"Media streaming distribution services, social networks, and other media networks and content providers","Media streaming distribution services, social networks, and other media networks and content providers",51,516,5162,51621
Information,Telecommunications,Wired and wireless telecommunications (except satellite),Wired and wireless telecommunications carriers (except satellite),51,517,5171,51711
Information,Telecommunications,Wired and wireless telecommunications (except satellite),Telecommunications resellers and agents for wireless telecommunication services,51,517,5171,51712
Information,Telecommunications,12  Wireless telecommunications carriers,12  Wireless telecommunications carriers,51,517,5172,51721
Information,Telecommunications,17  Wired and wireless telecommunications carriers,17  Wired and wireless telecommunications carriers,51,517,5173,51731
Information,Telecommunications,Satellite telecommunications,Satellite telecommunications,51,517,5174,51741
Information,Telecommunications,02  Cable and other program distribution,02  Cable and other program distribution,51,517,5175,51751
Information,Telecommunications,All other telecommunications,All other telecommunications,51,517,5178,51781
Information,Telecommunications,17  Other telecommunications,17  Other telecommunications,51,517,5179,51791
Information,"Computing infrastructure providers, data processing, web hosting, and related services",02  Isps and web search portals,02  Isps and web search portals,51,518,5181,51811
Information,"Computing infrastructure providers, data processing, web hosting, and related services","Computing infrastructure providers, data processing, web hosting, and related services","Computing infrastructure providers, data processing, web hosting, and related services",51,518,5182,51821
Information,"Web search portals, libraries, archives, and other information services",17  Other information services,17  News syndicates,51,519,5191,51911
Information,"Web search portals, libraries, archives, and other information services",17  Other information services,17  Libraries and archives,51,519,5191,51912
Information,"Web search portals, libraries, archives, and other information services",17  Other information services,17  Internet publishing and web search portals,51,519,5191,51913
Information,"Web search portals, libraries, archives, and other information services",17  Other information services,17  All other information services,51,519,5191,51919
Information,"Web search portals, libraries, archives, and other information services","Web search portals, libraries, archives, and other information services",Libraries and archives,51,519,5192,51921
Information,"Web search portals, libraries, archives, and other information services","Web search portals, libraries, archives, and other information services",Web search portals and all other information services,51,519,5192,51929
Finance and insurance,Monetary authorities-central bank,Monetary authorities-central bank,Monetary authorities-central bank,52,521,5211,52111
Finance and insurance,Credit intermediation and related activities,Depository credit intermediation,Commercial banking,52,522,5221,52211
Finance and insurance,Credit intermediation and related activities,Depository credit intermediation,17  Savings institutions,52,522,5221,52212
Finance and insurance,Credit intermediation and related activities,Depository credit intermediation,Credit unions,52,522,5221,52213
Finance and insurance,Credit intermediation and related activities,Depository credit intermediation,Savings institutions and other depository credit intermediation,52,522,5221,52218
Finance and insurance,Credit intermediation and related activities,Depository credit intermediation,17  Other depository credit intermediation,52,522,5221,52219
Finance and insurance,Credit intermediation and related activities,Nondepository credit intermediation,Credit card issuing,52,522,5222,52221
Finance and insurance,Credit intermediation and related activities,Nondepository credit intermediation,Sales financing,52,522,5222,52222
Finance and insurance,Credit intermediation and related activities,Nondepository credit intermediation,Other nondepository credit intermediation,52,522,5222,52229
Finance and insurance,Credit intermediation and related activities,Activities related to credit intermediation,Mortgage and nonmortgage loan brokers,52,522,5223,52231
Finance and insurance,Credit intermediation and related activities,Activities related to credit intermediation,"Financial transactions processing, reserve, and clearinghouse activities",52,522,5223,52232
Finance and insurance,Credit intermediation and related activities,Activities related to credit intermediation,Other activities related to credit intermediation,52,522,5223,52239
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Securities and commodity contracts intermediation and brokerage,17  Investment banking and securities dealing,52,523,5231,52311
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Securities and commodity contracts intermediation and brokerage,17  Securities brokerage,52,523,5231,52312
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Securities and commodity contracts intermediation and brokerage,17  Commodity contracts dealing,52,523,5231,52313
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Securities and commodity contracts intermediation and brokerage,17  Commodity contracts brokerage,52,523,5231,52314
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Securities and commodity contracts intermediation and brokerage,Investment banking and securities intermediation,52,523,5231,52315
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Securities and commodity contracts intermediation and brokerage,Commodity contracts intermediation,52,523,5231,52316
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Securities and commodity exchanges,Securities and commodity exchanges,52,523,5232,52321
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Other financial investment activities,Miscellaneous intermediation,52,523,5239,52391
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Other financial investment activities,17  Portfolio management,52,523,5239,52392
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Other financial investment activities,17  Investment advice,52,523,5239,52393
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Other financial investment activities,Portfolio management and investment advice,52,523,5239,52394
Finance and insurance,"Securities, commodity contracts, and other financial investments and related activities",Other financial investment activities,All other financial investment activities,52,523,5239,52399
Finance and insurance,Insurance carriers and related activities,Insurance carriers,"Direct life, health, and medical insurance carriers",52,524,5241,52411
Finance and insurance,Insurance carriers and related activities,Insurance carriers,"Direct insurance (except life, health, and medical) carriers",52,524,5241,52412
Finance and insurance,Insurance carriers and related activities,Insurance carriers,Reinsurance carriers,52,524,5241,52413
Finance and insurance,Insurance carriers and related activities,"Agencies, brokerages, and other insurance related activities",Insurance agencies and brokerages,52,524,5242,52421
Finance and insurance,Insurance carriers and related activities,"Agencies, brokerages, and other insurance related activities",Other insurance related activities,52,524,5242,52429
Finance and insurance,"Funds, trusts, and other financial vehicles",Insurance and employee benefit funds,Pension funds,52,525,5251,52511
Finance and insurance,"Funds, trusts, and other financial vehicles",Insurance and employee benefit funds,Health and welfare funds,52,525,5251,52512
Finance and insurance,"Funds, trusts, and other financial vehicles",Insurance and employee benefit funds,Other insurance funds,52,525,5251,52519
Finance and insurance,"Funds, trusts, and other financial vehicles",Other investment pools and funds,Open-end investment funds,52,525,5259,52591
Finance and insurance,"Funds, trusts, and other financial vehicles",Other investment pools and funds,"Trusts, estates, and agency accounts",52,525,5259,52592
Finance and insurance,"Funds, trusts, and other financial vehicles",Other investment pools and funds,02  Real estate investment trusts,52,525,5259,52593
Finance and insurance,"Funds, trusts, and other financial vehicles",Other investment pools and funds,Other financial vehicles,52,525,5259,52599
Real estate and rental and leasing,Real estate,Lessors of real estate,Lessors of residential buildings and dwellings,53,531,5311,53111
Real estate and rental and leasing,Real estate,Lessors of real estate,Lessors of nonresidential buildings (except miniwarehouses),53,531,5311,53112
Real estate and rental and leasing,Real estate,Lessors of real estate,Lessors of miniwarehouses and self-storage units,53,531,5311,53113
Real estate and rental and leasing,Real estate,Lessors of real estate,Lessors of other real estate property,53,531,5311,53119
Real estate and rental and leasing,Real estate,Offices of real estate agents and brokers,Offices of real estate agents and brokers,53,531,5312,53121
Real estate and rental and leasing,Real estate,Activities related to real estate,Real estate property managers,53,531,5313,53131
Real estate and rental and leasing,Real estate,Activities related to real estate,Offices of real estate appraisers,53,531,5313,53132
Real estate and rental and leasing,Real estate,Activities related to real estate,Other activities related to real estate,53,531,5313,53139
Real estate and rental and leasing,Rental and leasing services,Automotive equipment rental and leasing,Passenger car rental and leasing,53,532,5321,53211
Real estate and rental and leasing,Rental and leasing services,Automotive equipment rental and leasing,"Truck, utility trailer, and rv (recreational vehicle) rental and leasing",53,532,5321,53212
Real estate and rental and leasing,Rental and leasing services,Consumer goods rental,Consumer electronics and appliances rental,53,532,5322,53221
Real estate and rental and leasing,Rental and leasing services,Consumer goods rental,12  Formal wear and costume rental,53,532,5322,53222
Real estate and rental and leasing,Rental and leasing services,Consumer goods rental,17  Video tape and disc rental,53,532,5322,53223
Real estate and rental and leasing,Rental and leasing services,Consumer goods rental,Other consumer goods rental,53,532,5322,53228
Real estate and rental and leasing,Rental and leasing services,Consumer goods rental,17  Other consumer goods rental,53,532,5322,53229
Real estate and rental and leasing,Rental and leasing services,General rental centers,General rental centers,53,532,5323,53231
Real estate and rental and leasing,Rental and leasing services,Commercial and industrial machinery and equipment rental and leasing,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",53,532,5324,53241
Real estate and rental and leasing,Rental and leasing services,Commercial and industrial machinery and equipment rental and leasing,Office machinery and equipment rental and leasing,53,532,5324,53242
Real estate and rental and leasing,Rental and leasing services,Commercial and industrial machinery and equipment rental and leasing,Other commercial and industrial machinery and equipment rental and leasing,53,532,5324,53249
Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),Lessors of nonfinancial intangible assets (except copyrighted works),Lessors of nonfinancial intangible assets (except copyrighted works),53,533,5331,53311
"Professional, scientific, and technical services","Professional, scientific, and technical services",Legal services,Offices of lawyers,54,541,5411,54111
"Professional, scientific, and technical services","Professional, scientific, and technical services",Legal services,17  Offices of notaries,54,541,5411,54112
"Professional, scientific, and technical services","Professional, scientific, and technical services",Legal services,Other legal services,54,541,5411,54119
"Professional, scientific, and technical services","Professional, scientific, and technical services","Accounting, tax preparation, bookkeeping, and payroll services","Accounting, tax preparation, bookkeeping, and payroll services",54,541,5412,54121
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Architectural services,54,541,5413,54131
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Landscape architectural services,54,541,5413,54132
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Engineering services,54,541,5413,54133
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Drafting services,54,541,5413,54134
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Building inspection services,54,541,5413,54135
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Geophysical surveying and mapping services,54,541,5413,54136
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Surveying and mapping (except geophysical) services,54,541,5413,54137
"Professional, scientific, and technical services","Professional, scientific, and technical services","Architectural, engineering, and related services",Testing laboratories and services,54,541,5413,54138
"Professional, scientific, and technical services","Professional, scientific, and technical services",Specialized design services,Interior design services,54,541,5414,54141
"Professional, scientific, and technical services","Professional, scientific, and technical services",Specialized design services,Industrial design services,54,541,5414,54142
"Professional, scientific, and technical services","Professional, scientific, and technical services",Specialized design services,Graphic design services,54,541,5414,54143
"Professional, scientific, and technical services","Professional, scientific, and technical services",Specialized design services,Other specialized design services,54,541,5414,54149
"Professional, scientific, and technical services","Professional, scientific, and technical services",Computer systems design and related services,Computer systems design and related services,54,541,5415,54151
"Professional, scientific, and technical services","Professional, scientific, and technical services","Management, scientific, and technical consulting services",Management consulting services,54,541,5416,54161
"Professional, scientific, and technical services","Professional, scientific, and technical services","Management, scientific, and technical consulting services",Environmental consulting services,54,541,5416,54162
"Professional, scientific, and technical services","Professional, scientific, and technical services","Management, scientific, and technical consulting services",Other scientific and technical consulting services,54,541,5416,54169
"Professional, scientific, and technical services","Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences",54,541,5417,54171
"Professional, scientific, and technical services","Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,54,541,5417,54172
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Advertising agencies,54,541,5418,54181
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Public relations agencies,54,541,5418,54182
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Media buying agencies,54,541,5418,54183
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Media representatives,54,541,5418,54184
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Indoor and outdoor display advertising,54,541,5418,54185
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Direct mail advertising,54,541,5418,54186
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Advertising material distribution services,54,541,5418,54187
"Professional, scientific, and technical services","Professional, scientific, and technical services","Advertising, public relations, and related services",Other services related to advertising,54,541,5418,54189
"Professional, scientific, and technical services","Professional, scientific, and technical services","Other professional, scientific, and technical services",Marketing research and public opinion polling,54,541,5419,54191
"Professional, scientific, and technical services","Professional, scientific, and technical services","Other professional, scientific, and technical services",Photographic services,54,541,5419,54192
"Professional, scientific, and technical services","Professional, scientific, and technical services","Other professional, scientific, and technical services",Translation and interpretation services,54,541,5419,54193
"Professional, scientific, and technical services","Professional, scientific, and technical services","Other professional, scientific, and technical services",Veterinary services,54,541,5419,54194
"Professional, scientific, and technical services","Professional, scientific, and technical services","Other professional, scientific, and technical services","All other professional, scientific, and technical services",54,541,5419,54199
Management of companies and enterprises,Management of companies and enterprises,Management of companies and enterprises,Management of companies and enterprises,55,551,5511,55111
Administrative and support and waste management and remediation services,Administrative and support services,Office administrative services,Office administrative services,56,561,5611,56111
Administrative and support and waste management and remediation services,Administrative and support services,Facilities support services,Facilities support services,56,561,5612,56121
Administrative and support and waste management and remediation services,Administrative and support services,Employment services,Employment placement agencies and executive search services,56,561,5613,56131
Administrative and support and waste management and remediation services,Administrative and support services,Employment services,Temporary help services,56,561,5613,56132
Administrative and support and waste management and remediation services,Administrative and support services,Employment services,Professional employer organizations,56,561,5613,56133
Administrative and support and waste management and remediation services,Administrative and support services,Business support services,Document preparation services,56,561,5614,56141
Administrative and support and waste management and remediation services,Administrative and support services,Business support services,Telephone call centers,56,561,5614,56142
Administrative and support and waste management and remediation services,Administrative and support services,Business support services,Business service centers,56,561,5614,56143
Administrative and support and waste management and remediation services,Administrative and support services,Business support services,Collection agencies,56,561,5614,56144
Administrative and support and waste management and remediation services,Administrative and support services,Business support services,Credit bureaus,56,561,5614,56145
Administrative and support and waste management and remediation services,Administrative and support services,Business support services,Other business support services,56,561,5614,56149
Administrative and support and waste management and remediation services,Administrative and support services,Travel arrangement and reservation services,Travel agencies,56,561,5615,56151
Administrative and support and waste management and remediation services,Administrative and support services,Travel arrangement and reservation services,Tour operators,56,561,5615,56152
Administrative and support and waste management and remediation services,Administrative and support services,Travel arrangement and reservation services,Other travel arrangement and reservation services,56,561,5615,56159
Administrative and support and waste management and remediation services,Administrative and support services,Investigation and security services,"Investigation, guard, and armored car services",56,561,5616,56161
Administrative and support and waste management and remediation services,Administrative and support services,Investigation and security services,Security systems services,56,561,5616,56162
Administrative and support and waste management and remediation services,Administrative and support services,Services to buildings and dwellings,Exterminating and pest control services,56,561,5617,56171
Administrative and support and waste management and remediation services,Administrative and support services,Services to buildings and dwellings,Janitorial services,56,561,5617,56172
Administrative and support and waste management and remediation services,Administrative and support services,Services to buildings and dwellings,Landscaping services,56,561,5617,56173
Administrative and support and waste management and remediation services,Administrative and support services,Services to buildings and dwellings,Carpet and upholstery cleaning services,56,561,5617,56174
Administrative and support and waste management and remediation services,Administrative and support services,Services to buildings and dwellings,Other services to buildings and dwellings,56,561,5617,56179
Administrative and support and waste management and remediation services,Administrative and support services,Other support services,Packaging and labeling services,56,561,5619,56191
Administrative and support and waste management and remediation services,Administrative and support services,Other support services,Convention and trade show organizers,56,561,5619,56192
Administrative and support and waste management and remediation services,Administrative and support services,Other support services,All other support services,56,561,5619,56199
Administrative and support and waste management and remediation services,Waste management and remediation services,Waste collection,Waste collection,56,562,5621,56211
Administrative and support and waste management and remediation services,Waste management and remediation services,Waste treatment and disposal,Waste treatment and disposal,56,562,5622,56221
Administrative and support and waste management and remediation services,Waste management and remediation services,Remediation and other waste management services,Remediation services,56,562,5629,56291
Administrative and support and waste management and remediation services,Waste management and remediation services,Remediation and other waste management services,Materials recovery facilities,56,562,5629,56292
Administrative and support and waste management and remediation services,Waste management and remediation services,Remediation and other waste management services,All other waste management services,56,562,5629,56299
Educational services,Educational services,Elementary and secondary schools,Elementary and secondary schools,61,611,6111,61111
Educational services,Educational services,Junior colleges,Junior colleges,61,611,6112,61121
Educational services,Educational services,"Colleges, universities, and professional schools","Colleges, universities, and professional schools",61,611,6113,61131
Educational services,Educational services,Business schools and computer and management training,Business and secretarial schools,61,611,6114,61141
Educational services,Educational services,Business schools and computer and management training,Computer training,61,611,6114,61142
Educational services,Educational services,Business schools and computer and management training,Professional and management development training,61,611,6114,61143
Educational services,Educational services,Technical and trade schools,Technical and trade schools,61,611,6115,61151
Educational services,Educational services,Other schools and instruction,Fine arts schools,61,611,6116,61161
Educational services,Educational services,Other schools and instruction,Sports and recreation instruction,61,611,6116,61162
Educational services,Educational services,Other schools and instruction,Language schools,61,611,6116,61163
Educational services,Educational services,Other schools and instruction,All other schools and instruction,61,611,6116,61169
Educational services,Educational services,Educational support services,Educational support services,61,611,6117,61171
Health care and social assistance,Ambulatory health care services,Offices of physicians,Offices of physicians,62,621,6211,62111
Health care and social assistance,Ambulatory health care services,Offices of dentists,Offices of dentists,62,621,6212,62121
Health care and social assistance,Ambulatory health care services,Offices of other health practitioners,Offices of chiropractors,62,621,6213,62131
Health care and social assistance,Ambulatory health care services,Offices of other health practitioners,Offices of optometrists,62,621,6213,62132
Health care and social assistance,Ambulatory health care services,Offices of other health practitioners,Offices of mental health practitioners (except physicians),62,621,6213,62133
Health care and social assistance,Ambulatory health care services,Offices of other health practitioners,"Offices of physical, occupational and speech therapists, and audiologists",62,621,6213,62134
Health care and social assistance,Ambulatory health care services,Offices of other health practitioners,Offices of all other health practitioners,62,621,6213,62139
Health care and social assistance,Ambulatory health care services,Outpatient care centers,Family planning centers,62,621,6214,62141
Health care and social assistance,Ambulatory health care services,Outpatient care centers,Outpatient mental health and substance abuse centers,62,621,6214,62142
Health care and social assistance,Ambulatory health care services,Outpatient care centers,Other outpatient care centers,62,621,6214,62149
Health care and social assistance,Ambulatory health care services,Medical and diagnostic laboratories,Medical and diagnostic laboratories,62,621,6215,62151
Health care and social assistance,Ambulatory health care services,Home health care services,Home health care services,62,621,6216,62161
Health care and social assistance,Ambulatory health care services,Other ambulatory health care services,Ambulance services,62,621,6219,62191
Health care and social assistance,Ambulatory health care services,Other ambulatory health care services,All other ambulatory health care services,62,621,6219,62199
Health care and social assistance,Hospitals,General medical and surgical hospitals,General medical and surgical hospitals,62,622,6221,62211
Health care and social assistance,Hospitals,Psychiatric and substance abuse hospitals,Psychiatric and substance abuse hospitals,62,622,6222,62221
Health care and social assistance,Hospitals,Specialty (except psychiatric and substance abuse) hospitals,Specialty (except psychiatric and substance abuse) hospitals,62,622,6223,62231
Health care and social assistance,Nursing and residential care facilities,Nursing care facilities (skilled nursing facilities),Nursing care facilities (skilled nursing facilities),62,623,6231,62311
Health care and social assistance,Nursing and residential care facilities,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",Residential intellectual and developmental disability facilities,62,623,6232,62321
Health care and social assistance,Nursing and residential care facilities,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",Residential mental health and substance abuse facilities,62,623,6232,62322
Health care and social assistance,Nursing and residential care facilities,Continuing care retirement communities and assisted living facilities for the elderly,Continuing care retirement communities and assisted living facilities for the elderly,62,623,6233,62331
Health care and social assistance,Nursing and residential care facilities,Other residential care facilities,Other residential care facilities,62,623,6239,62399
Health care and social assistance,Social assistance,Individual and family services,Child and youth services,62,624,6241,62411
Health care and social assistance,Social assistance,Individual and family services,Services for the elderly and persons with disabilities,62,624,6241,62412
Health care and social assistance,Social assistance,Individual and family services,Other individual and family services,62,624,6241,62419
Health care and social assistance,Social assistance,"Community food and housing, and emergency and other relief services",Community food services,62,624,6242,62421
Health care and social assistance,Social assistance,"Community food and housing, and emergency and other relief services",Community housing services,62,624,6242,62422
Health care and social assistance,Social assistance,"Community food and housing, and emergency and other relief services",Emergency and other relief services,62,624,6242,62423
Health care and social assistance,Social assistance,Vocational rehabilitation services,Vocational rehabilitation services,62,624,6243,62431
Health care and social assistance,Social assistance,Child care services,Child care services,62,624,6244,62441
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries",Performing arts companies,Theater companies and dinner theaters,71,711,7111,71111
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries",Performing arts companies,Dance companies,71,711,7111,71112
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries",Performing arts companies,Musical groups and artists,71,711,7111,71113
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries",Performing arts companies,Other performing arts companies,71,711,7111,71119
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries",Spectator sports,Spectator sports,71,711,7112,71121
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Promoters of performing arts, sports, and similar events","Promoters of performing arts, sports, and similar events with facilities",71,711,7113,71131
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Promoters of performing arts, sports, and similar events","Promoters of performing arts, sports, and similar events without facilities",71,711,7113,71132
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Agents and managers for artists, athletes, entertainers, and other public figures","Agents and managers for artists, athletes, entertainers, and other public figures",71,711,7114,71141
"Arts, entertainment, and recreation","Performing arts, spectator sports, and related industries","Independent artists, writers, and performers","Independent artists, writers, and performers",71,711,7115,71151
"Arts, entertainment, and recreation","Museums, historical sites, and similar institutions","Museums, historical sites, and similar institutions",Museums,71,712,7121,71211
"Arts, entertainment, and recreation","Museums, historical sites, and similar institutions","Museums, historical sites, and similar institutions",Historical sites,71,712,7121,71212
"Arts, entertainment, and recreation","Museums, historical sites, and similar institutions","Museums, historical sites, and similar institutions",Zoos and botanical gardens,71,712,7121,71213
"Arts, entertainment, and recreation","Museums, historical sites, and similar institutions","Museums, historical sites, and similar institutions",Nature parks and other similar institutions,71,712,7121,71219
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Amusement parks and arcades,Amusement and theme parks,71,713,7131,71311
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Amusement parks and arcades,Amusement arcades,71,713,7131,71312
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Gambling industries,Casinos (except casino hotels),71,713,7132,71321
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Gambling industries,Other gambling industries,71,713,7132,71329
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Other amusement and recreation industries,Golf courses and country clubs,71,713,7139,71391
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Other amusement and recreation industries,Skiing facilities,71,713,7139,71392
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Other amusement and recreation industries,Marinas,71,713,7139,71393
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Other amusement and recreation industries,Fitness and recreational sports centers,71,713,7139,71394
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Other amusement and recreation industries,Bowling centers,71,713,7139,71395
"Arts, entertainment, and recreation","Amusement, gambling, and recreation industries",Other amusement and recreation industries,All other amusement and recreation industries,71,713,7139,71399
Accommodation and food services,Accommodation,Traveler accommodation,Hotels (except casino hotels) and motels,72,721,7211,72111
Accommodation and food services,Accommodation,Traveler accommodation,Casino hotels,72,721,7211,72112
Accommodation and food services,Accommodation,Traveler accommodation,Other traveler accommodation,72,721,7211,72119
Accommodation and food services,Accommodation,Rv (recreational vehicle) parks and recreational camps,Rv (recreational vehicle) parks and recreational camps,72,721,7212,72121
Accommodation and food services,Accommodation,"Rooming and boarding houses, dormitories, and workers' camps","Rooming and boarding houses, dormitories, and workers' camps",72,721,7213,72131
Accommodation and food services,Food services and drinking places,07  Full-service restaurants,07  Full-service restaurants,72,722,7221,72211
Accommodation and food services,Food services and drinking places,07  Limited-service eating places,07  Limited-service eating places,72,722,7222,72221
Accommodation and food services,Food services and drinking places,Special food services,Food service contractors,72,722,7223,72231
Accommodation and food services,Food services and drinking places,Special food services,Caterers,72,722,7223,72232
Accommodation and food services,Food services and drinking places,Special food services,Mobile food services,72,722,7223,72233
Accommodation and food services,Food services and drinking places,Drinking places (alcoholic beverages),Drinking places (alcoholic beverages),72,722,7224,72241
Accommodation and food services,Food services and drinking places,Restaurants and other eating places,Restaurants and other eating places,72,722,7225,72251
Other services (except public administration),Repair and maintenance,Automotive repair and maintenance,Automotive mechanical and electrical repair and maintenance,81,811,8111,81111
Other services (except public administration),Repair and maintenance,Automotive repair and maintenance,"Automotive body, paint, interior, and glass repair",81,811,8111,81112
Other services (except public administration),Repair and maintenance,Automotive repair and maintenance,Other automotive repair and maintenance,81,811,8111,81119
Other services (except public administration),Repair and maintenance,Electronic and precision equipment repair and maintenance,Electronic and precision equipment repair and maintenance,81,811,8112,81121
